NAME,POP,FIPS
"San Juan, New Mexico, US",123958,35045
"Benton, Mississippi, US",8259,28009
"Franklin, Mississippi, US",7713,28037
"Coahoma, Mississippi, US",22124,28027
"Jasper, Mississippi, US",16383,28061
"Jones, Mississippi, US",68098,28067
"Walthall, Mississippi, US",14286,28147
"Monroe, Mississippi, US",35252,28095
"Pontotoc, Mississippi, US",32174,28115
"Holmes, Mississippi, US",17010,28051
"Amite, Mississippi, US",12297,28005
"Madison, Mississippi, US",106272,28089
"Calhoun, Mississippi, US",14361,28013
"Marion, Mississippi, US",24573,28091
"Tishomingo, Mississippi, US",19383,28141
"Wayne, Mississippi, US",20183,28153
"Greene, Mississippi, US",13586,28041
"Marshall, Mississippi, US",35294,28093
"Quitman, Mississippi, US",6792,28119
"Grafton, New Hampshire, US",89886,33009
"Pearl River, Mississippi, US",55535,28109
"Leake, Mississippi, US",22786,28079
"Neshoba, Mississippi, US",29118,28099
"Rankin, Mississippi, US",155271,28121
"Eau Claire, Wisconsin, US",104646,55035
"Oneida, Wisconsin, US",35595,55085
"Polk, Wisconsin, US",43783,55095
"Washburn, Wisconsin, US",15720,55129
"Waukesha, Wisconsin, US",404198,55133
"Walworth, Wisconsin, US",103868,55127
"Crawford, Wisconsin, US",16131,55023
"Juneau, Wisconsin, US",26687,55057
"Sauk, Wisconsin, US",64442,55111
"Washington, Wisconsin, US",136034,55131
"Chippewa, Wisconsin, US",64658,55017
"Dane, Wisconsin, US",546695,55025
"Douglas, Wisconsin, US",43150,55031
"Jackson, Wisconsin, US",20643,55053
"Iowa, Wisconsin, US",23678,55049
"Ozaukee, Wisconsin, US",89221,55089
"Portage, Wisconsin, US",70772,55097
"Rock, Wisconsin, US",163354,55105
"Taylor, Wisconsin, US",20343,55119
"Adams, Wisconsin, US",20220,55001
"Bayfield, Wisconsin, US",15036,55007
"Monroe, Wisconsin, US",46253,55081
"Wood, Wisconsin, US",72999,55141
"Ashland, Wisconsin, US",15562,55003
"Florence, Wisconsin, US",4295,55037
"Jefferson, Wisconsin, US",84769,55055
"Campbell, Wyoming, US",46341,56005
"Lincoln, Wyoming, US",19830,56023
"Natrona, Wyoming, US",79858,56025
"Converse, Wyoming, US",13822,56009
"Niobrara, Wyoming, US",2356,56027
"Sweetwater, Wyoming, US",42343,56037
"Warren, Tennessee, US",41277,47177
"Washington, Tennessee, US",129375,47179
"Weakley, Tennessee, US",33328,47183
"Benton, Tennessee, US",16160,47005
"Bledsoe, Tennessee, US",15064,47007
"Campbell, Tennessee, US",39842,47013
"Cannon, Tennessee, US",14678,47015
"Houston, Tennessee, US",8201,47083
"Maury, Tennessee, US",96387,47119
"Polk, Texas, US",51353,48373
"Refugio, Texas, US",6948,48391
"Van Zandt, Texas, US",56590,48467
"Caldwell, Texas, US",43664,48055
"Brown, Wisconsin, US",264542,55009
"Wilbarger, Texas, US",12769,48487
"Martin, Texas, US",5771,48317
"Reagan, Texas, US",3849,48383
"Yoakum, Texas, US",8713,48501
"Wallace, Kansas, US",1518,20199
"Chase, Kansas, US",2648,20017
"Stevens, Kansas, US",5485,20189
"Smith, Kansas, US",3583,20183
"Grant, Kansas, US",7150,20067
"Jackson, Kansas, US",13171,20085
"Kingman, Kansas, US",7152,20095
"Logan, Kansas, US",2794,20109
"Nemaha, Kansas, US",10231,20131
"Pottawatomie, Kansas, US",24383,20149
"Wyandotte, Kansas, US",165429,20209
"Cherokee, Kansas, US",19939,20021
"Butler, Kansas, US",66911,20015
"Clay, Kansas, US",8002,20027
"Lincoln, Kansas, US",2962,20105
"Saline, Kansas, US",54224,20169
"Sumner, Kansas, US",22836,20191
"Trego, Kansas, US",2803,20195
"Wabaunsee, Kansas, US",6931,20197
"Wilson, Kansas, US",8525,20205
"Mitchell, Kansas, US",5979,20123
"Osborne, Kansas, US",3421,20141
"Atchison, Kansas, US",16073,20005
"Finney, Kansas, US",36467,20055
"Hamilton, Kansas, US",2539,20075
"Leavenworth, Kansas, US",81758,20103
"Washington, Kansas, US",5406,20201
"Wichita, Kansas, US",2119,20203
"Morton, Kansas, US",2587,20129
"Norton, Kansas, US",5361,20137
"Barton, Kansas, US",25779,20009
"Cloud, Kansas, US",8786,20029
"Edwards, Kansas, US",2798,20047
"Lane, Kansas, US",1535,20101
"Rush, Kansas, US",3036,20165
"Marion, Kansas, US",11884,20115
"Neosho, Kansas, US",16007,20133
"Ottawa, Kansas, US",5704,20143
"Riley, Kansas, US",74232,20161
"Antrim, Michigan, US",23324,26009
"Houghton, Michigan, US",35684,26061
"Livingston, Michigan, US",191995,26093
"Iosco, Michigan, US",25127,26069
"Lake, Michigan, US",11853,26085
"Manistee, Michigan, US",24558,26101
"Montmorency, Michigan, US",9328,26119
"Presque Isle, Michigan, US",12592,26141
"Gladwin, Michigan, US",25449,26051
"Kalamazoo, Michigan, US",265066,26077
"Mecosta, Michigan, US",43453,26107
"Marquette, Michigan, US",66699,26103
"Newaygo, Michigan, US",48980,26123
"Osceola, Michigan, US",23460,26133
"Otsego, Michigan, US",24668,26137
"Calhoun, Michigan, US",134159,26025
"Cheboygan, Michigan, US",25276,26031
"Luce, Michigan, US",6229,26095
"Kent, Michigan, US",656955,26081
"Saginaw, Michigan, US",190539,26145
"Shiawassee, Michigan, US",68122,26155
"Bay, Michigan, US",103126,26017
"Charlevoix, Michigan, US",26143,26029
"Delta, Michigan, US",35784,26041
"Rio Grande, Colorado, US",11267,08105
"Bent, Colorado, US",5577,08011
"Crowley, Colorado, US",6061,08025
"San Juan, Colorado, US",728,08111
"Larimer, Colorado, US",356899,08069
"Logan, Colorado, US",22409,08075
"San Miguel, Colorado, US",8179,08113
"Teller, Colorado, US",25388,08119
"Elbert, Colorado, US",26729,08039
"Las Animas, Colorado, US",14506,08071
"Lincoln, Colorado, US",5701,08073
"Summit, Colorado, US",31011,08117
"Alamosa, Colorado, US",16233,08003
"Delta, Colorado, US",31162,08029
"Fremont, Colorado, US",47839,08043
"Montrose, Colorado, US",42758,08085
"Morgan, Colorado, US",29068,08087
"Saguache, Colorado, US",6824,08109
"Prowers, Colorado, US",12172,08099
"Hinsdale, Colorado, US",820,08053
"Washington, Colorado, US",4908,08121
"Grand, Colorado, US",15734,08049
"Otero, Colorado, US",18278,08089
"Broomfield, Colorado, US",70465,08014
"Sussex, Delaware, US",234225,10005
"District of Columbia, District of Columbia, US",705749,11001
"New Haven, Connecticut, US",854757,09009
"Hartford, Connecticut, US",891720,09003
"Houston, Alabama, US",105882,01069
"Tuscaloosa, Alabama, US",209355,01125
"Coffee, Alabama, US",52342,01031
"Chilton, Alabama, US",44428,01021
"Coosa, Alabama, US",10663,01037
"Etowah, Alabama, US",102268,01055
"Lamar, Alabama, US",13805,01075
"Butler, Alabama, US",19448,01013
"Walker, Alabama, US",63521,01127
"Greene, Alabama, US",8111,01063
"Bullock, Alabama, US",10101,01011
"Chambers, Alabama, US",33254,01017
"Lyon, Minnesota, US",25474,27083
"Mille Lacs, Minnesota, US",26277,27095
"Carlton, Minnesota, US",35871,27017
"Haines Borough, Alaska, US",2530,02100
"Juneau City and Borough, Alaska, US",31974,02110
"Yukon-Koyukuk Census Area, Alaska, US",5230,02290
"Denali Borough, Alaska, US",2097,02068
"Hoonah-Angoon Census Area, Alaska, US",2148,02105
"Wrangell City and Borough, Alaska, US",2502,02275
"Pima, Arizona, US",1047279,04019
"Gila, Arizona, US",54018,04007
"Cochise, Arizona, US",125922,04003
"Apache, Arizona, US",71887,04001
"Yuma, Arizona, US",213787,04027
"Navajo, Arizona, US",110924,04017
"Clay, Arkansas, US",14551,05021
"Drew, Arkansas, US",18219,05043
"Randolph, Arkansas, US",17958,05121
"Boone, Arkansas, US",37432,05009
"Sullivan, Indiana, US",20669,18153
"Tippecanoe, Indiana, US",195732,18157
"Hamilton, Indiana, US",338011,18057
"Bartholomew, Indiana, US",83779,18005
"Fulton, Indiana, US",19974,18049
"Noble, Indiana, US",47744,18113
"Clark, Indiana, US",118302,18019
"Hendricks, Indiana, US",170311,18063
"Grant, Indiana, US",65769,18053
"Jackson, Indiana, US",44231,18071
"Owen, Indiana, US",20799,18119
"Whitley, Indiana, US",33964,18183
"Clinton, Indiana, US",32399,18023
"Union, Indiana, US",7054,18161
"Dearborn, Indiana, US",49458,18029
"Lawrence, Indiana, US",45370,18093
"Perry, Indiana, US",19169,18123
"Posey, Indiana, US",25427,18129
"Carroll, Indiana, US",20257,18015
"Fountain, Indiana, US",16346,18045
"Starke, Indiana, US",22995,18149
"Greene, Indiana, US",31922,18055
"Benton, Iowa, US",25645,19011
"Dubuque, Iowa, US",97311,19061
"Pocahontas, Iowa, US",6619,19151
"Van Buren, Iowa, US",7044,19177
"Adams, Iowa, US",3602,19003
"Audubon, Iowa, US",5496,19009
"Davis, Iowa, US",9000,19051
"Ida, Iowa, US",6860,19093
"Monroe, Iowa, US",7707,19135
"Sioux, Iowa, US",34855,19167
"Calhoun, Iowa, US",9668,19025
"Cerro Gordo, Iowa, US",42450,19033
"Hardin, Iowa, US",16846,19083
"Lucas, Iowa, US",8600,19117
"Palo Alto, Iowa, US",8886,19147
"Henry, Iowa, US",19954,19087
"Jasper, Iowa, US",37185,19099
"Marion, Iowa, US",33253,19125
"Washington, Iowa, US",21965,19183
"Wright, Iowa, US",12562,19197
"Cass, Iowa, US",12836,19029
"Cherokee, Iowa, US",11235,19035
"Crawford, Iowa, US",16820,19047
"Des Moines, Iowa, US",38967,19057
"Fayette, Iowa, US",19650,19065
"Harrison, Iowa, US",14049,19085
"Kossuth, Iowa, US",14813,19109
"Mills, Iowa, US",15109,19129
"Monona, Iowa, US",8615,19133
"Muscatine, Iowa, US",42664,19139
"Osceola, Iowa, US",5958,19143
"Polk, Iowa, US",490161,19153
"Webster, Iowa, US",35904,19187
"Story, Iowa, US",97117,19169
"Woodbury, Iowa, US",103107,19193
"Black Hawk, Iowa, US",131228,19013
"Grundy, Iowa, US",12232,19075
"Jones, Iowa, US",20681,19105
"Mitchell, Iowa, US",10586,19131
"Montgomery, Iowa, US",9917,19137
"Sac, Iowa, US",9721,19161
"Plymouth, Iowa, US",25177,19149
"Buchanan, Iowa, US",21175,19019
"Clinton, Iowa, US",46429,19045
"Decatur, Iowa, US",7870,19053
"Jefferson, Iowa, US",18295,19101
"Allamakee, Iowa, US",13687,19005
"Linn, Iowa, US",226706,19113
"Dallas, Iowa, US",93453,19049
"O'Brien, Iowa, US",13753,19141
"Stanton, Kansas, US",2006,20187
"Meade, Kansas, US",4033,20119
"Montgomery, Kansas, US",31829,20125
"Pratt, Kansas, US",9164,20151
"Rawlins, Kansas, US",2530,20153
"Anderson, Kansas, US",7858,20003
"Ellsworth, Kansas, US",6102,20053
"Geary, Kansas, US",31670,20061
"Ford, Kansas, US",33619,20057
"Russell, Kansas, US",6856,20167
"Lawrence, Mississippi, US",12586,28077
"Perry, Mississippi, US",11973,28111
"Chickasaw, Mississippi, US",17103,28017
"Carroll, Mississippi, US",9947,28015
"George, Mississippi, US",24500,28039
"Grenada, Mississippi, US",20758,28043
"Jefferson, Mississippi, US",6990,28063
"Newton, Mississippi, US",21018,28101
"Prentiss, Mississippi, US",25126,28117
"Sharkey, Mississippi, US",4321,28125
"Choctaw, Mississippi, US",8210,28019
"Hancock, Mississippi, US",47632,28045
"Itawamba, Mississippi, US",23390,28057
"Issaquena, Mississippi, US",1327,28055
"Jackson, Mississippi, US",143617,28059
"Leflore, Mississippi, US",28183,28083
"Tunica, Mississippi, US",9632,28143
"Claiborne, Mississippi, US",8988,28021
"Harrison, Mississippi, US",208080,28047
"Lauderdale, Mississippi, US",74125,28075
"Lincoln, Mississippi, US",34153,28085
"Simpson, Mississippi, US",26658,28127
"Winston, Mississippi, US",17955,28159
"Attala, Mississippi, US",18174,28007
"Lamar, Mississippi, US",63343,28073
"Lee, Mississippi, US",85436,28081
"Tallahatchie, Mississippi, US",13809,28135
"Smith, Mississippi, US",15916,28129
"Warren, Mississippi, US",45381,28149
"Clarke, Mississippi, US",15541,28023
"Montgomery, Mississippi, US",9775,28097
"Oktibbeha, Mississippi, US",49587,28105
"Webster, Mississippi, US",9689,28155
"Alcorn, Mississippi, US",36953,28003
"Clay, Mississippi, US",19316,28025
"Covington, Mississippi, US",18636,28031
"Humphreys, Mississippi, US",8064,28053
"Dauphin, Pennsylvania, US",278299,42043
"Franklin, Pennsylvania, US",155027,42055
"Union, Pennsylvania, US",44923,42119
"Wayne, Pennsylvania, US",51361,42127
"Bedford, Pennsylvania, US",47888,42009
"Monroe, Pennsylvania, US",170271,42089
"Washington, Mississippi, US",43909,28151
"Huntingdon, Pennsylvania, US",45144,42061
"Washington, Pennsylvania, US",206865,42125
"Philadelphia, Pennsylvania, US",1584064,42101
"York, Pennsylvania, US",449058,42133
"Indiana, Pennsylvania, US",84073,42063
"Archer, Texas, US",8553,48009
"Brewster, Texas, US",9203,48043
"Hidalgo, Texas, US",868707,48215
"Smith, Texas, US",232751,48423
"Crockett, Texas, US",3464,48105
"Haskell, Texas, US",5658,48207
"Howard, Texas, US",36664,48227
"Mills, Texas, US",4873,48333
"Montague, Texas, US",19818,48337
"Panola, Texas, US",23194,48365
"Sabine, Texas, US",10542,48403
"Sherman, Texas, US",3022,48421
"Swisher, Texas, US",7397,48437
"Hunt, Texas, US",98594,48231
"Camp, Texas, US",13094,48063
"Hansford, Texas, US",5399,48195
"Guadalupe, Texas, US",166847,48187
"Clay, Texas, US",10471,48077
"Hartley, Texas, US",5576,48205
"Hale, Texas, US",33406,48189
"Shelby, Texas, US",25274,48419
"Red River, Texas, US",12023,48387
"Runnels, Texas, US",10264,48399
"Sutton, Texas, US",3776,48435
"Tom Green, Texas, US",119200,48451
"Victoria, Texas, US",92084,48469
"Wharton, Texas, US",41556,48481
"Wichita, Texas, US",132230,48485
"Borden, Texas, US",654,48033
"Marion, Texas, US",9854,48315
"Maverick, Texas, US",58722,48323
"Grayson, Texas, US",136212,48181
"Live Oak, Texas, US",12207,48297
"Palo Pinto, Texas, US",29189,48363
"Karnes, Texas, US",15601,48255
"DeWitt, Texas, US",20160,48123
"Callahan, Texas, US",13943,48059
"Cass, Texas, US",30026,48067
"Gregg, Texas, US",123945,48183
"Madison, Texas, US",14284,48313
"Lubbock, Texas, US",310569,48303
"Kaufman, Texas, US",136154,48257
"Kendall, Texas, US",47431,48259
"Floyd, Texas, US",5712,48153
"Bailey, Texas, US",7000,48017
"Chambers, Texas, US",43837,48071
"Bell, Texas, US",362924,48027
"Cameron, Texas, US",423163,48061
"Deaf Smith, Texas, US",18546,48117
"El Paso, Texas, US",839238,48141
"La Salle, Texas, US",7520,48283
"Terrell, Texas, US",776,48443
"Tyler, Texas, US",21672,48457
"Wheeler, Texas, US",5056,48483
"Hill, Texas, US",36649,48217
"Limestone, Texas, US",23437,48293
"Nacogdoches, Texas, US",65204,48347
